SpireID, Dept, Number, Days, StartTime, EndTime, Associated, SectionNum, PrimaryClass, Instructor, CourseName, GenEd
"31161","Biochemistry and Molecular Biology","BIOCHEM  693A","","1:00:00AM","1:00:00AM","","","true","","",""
"31162","Biochemistry and Molecular Biology","BIOCHEM  696","","1:00:00AM","1:00:00AM","","","true","","",""
"31163","Biochemistry and Molecular Biology","BIOCHEM  697A","","1:00:00AM","1:00:00AM","","","true","","",""
"31181","Biochemistry and Molecular Biology","BIOCHEM  697E","","1:00:00AM","1:00:00AM","","","true","","",""
"31182","Biochemistry and Molecular Biology","BIOCHEM  697J","","1:00:00AM","1:00:00AM","","","true","","",""
"31180","Biochemistry and Molecular Biology","BIOCHEM  697K","","1:00:00AM","1:00:00AM","","","true","","",""
"31179","Biochemistry and Molecular Biology","BIOCHEM  697L","","1:00:00AM","1:00:00AM","","","true","","",""
"31178","Biochemistry and Molecular Biology","BIOCHEM  697M","","1:00:00AM","1:00:00AM","","","true","","",""
"31185","Biochemistry and Molecular Biology","BIOCHEM  697O","","1:00:00AM","1:00:00AM","","","true","","",""
"31186","Biochemistry and Molecular Biology","BIOCHEM  699","","1:00:00AM","1:00:00AM","","","true","","",""
"31164","Biochemistry and Molecular Biology","BIOCHEM  899","","1:00:00AM","1:00:00AM","","","true","","",""
"31165","Biochemistry and Molecular Biology","BIOCHEM  899","","1:00:00AM","1:00:00AM","","","true","","",""
"31236","Biology","BIOLOGY  106","","1:00:00PM","2:15:00PM","","","true","","",""
"31322","Biology","BIOLOGY  151","","1:00:00PM","2:15:00PM","","","true","","",""
"31214","Biology","BIOLOGY  151","","","","","","true","","",""
"31215","Biology","BIOLOGY  151","","","","","","false","","",""
"31216","Biology","BIOLOGY  151","","","","","","false","","",""
"31217","Biology","BIOLOGY  151","","","","","","false","","",""
"31218","Biology","BIOLOGY  151","","","","","","false","","",""
"31219","Biology","BIOLOGY  151","","","","","","false","","",""
"31220","Biology","BIOLOGY  151","","","","","","false","","",""
"31221","Biology","BIOLOGY  151","","","","","","false","","",""
"31222","Biology","BIOLOGY  151","","","","","","false","","",""
"31223","Biology","BIOLOGY  151","","","","","","false","","",""
"31224","Biology","BIOLOGY  151","","","","","","false","","",""
"31225","Biology","BIOLOGY  151","","","","","","false","","",""
"31226","Biology","BIOLOGY  151","","","","","","false","","",""
"31227","Biology","BIOLOGY  151","","","","","","false","","",""
"31206","Biology","BIOLOGY  151","","","","","","false","","",""
"31287","Biology","BIOLOGY  151","","9:05:00AM","9:55:00AM","","","false","","",""
"31228","Biology","BIOLOGY  151","","","","","","false","","",""
"31229","Biology","BIOLOGY  151","","","","","","false","","",""
"31230","Biology","BIOLOGY  151","","","","","","false","","",""
"31231","Biology","BIOLOGY  151","","","","","","false","","",""
"31232","Biology","BIOLOGY  151","","","","","","false","","",""
"31233","Biology","BIOLOGY  151","","","","","","false","","",""
"31234","Biology","BIOLOGY  151","","","","","","false","","",""
"31235","Biology","BIOLOGY  151","","","","","","false","","",""
"31269","Biology","BIOLOGY  151","","","","","","false","","",""
"31283","Biology","BIOLOGY  151","","","","","","false","","",""
"31304","Biology","BIOLOGY  151","","","","","","false","","",""
"31284","Biology","BIOLOGY  151","","","","","","false","","",""
"31285","Biology","BIOLOGY  151","","","","","","false","","",""
"31288","Biology","BIOLOGY  151","","","","","","false","","",""
"31289","Biology","BIOLOGY  151","","","","","","false","","",""
"31290","Biology","BIOLOGY  151","","","","","","false","","",""
"31291","Biology","BIOLOGY  151","","","","","","false","","",""
"31292","Biology","BIOLOGY  151","","","","","","false","","",""
"31263","Biology","BIOLOGY  151","","2:30:00PM","3:20:00PM","","","false","","",""
"31307","Biology","BIOLOGY  151","","2:30:00PM","3:20:00PM","","","false","","",""
"31308","Biology","BIOLOGY  151","","","","","","false","","",""
"31309","Biology","BIOLOGY  151","","","","","","false","","",""
"31310","Biology","BIOLOGY  151","","","","","","false","","",""
"31326","Biology","BIOLOGY  151","","","","","","false","","",""
"31311","Biology","BIOLOGY  151","","","","","","false","","",""
"31312","Biology","BIOLOGY  151","","","","","","false","","",""
"31313","Biology","BIOLOGY  151","","","","","","false","","",""
"31314","Biology","BIOLOGY  151","","","","","","false","","",""
"31315","Biology","BIOLOGY  151","","","","","","false","","",""
"31316","Biology","BIOLOGY  151","","","","","","false","","",""
"31317","Biology","BIOLOGY  151","","","","","","false","","",""
"31318","Biology","BIOLOGY  151","","","","","","false","","",""
"31319","Biology","BIOLOGY  151","","","","","","false","","",""
"31327","Biology","BIOLOGY  151","","","","","","false","","",""
"31207","Biology","BIOLOGY  151","","","","","","false","","",""
"31262","Biology","BIOLOGY  151","","","","","","false","","",""
"31264","Biology","BIOLOGY  151","","","","","","false","","",""
"31323","Biology","BIOLOGY  151","","1:25:00PM","2:15:00PM","","","false","","",""
"31324","Biology","BIOLOGY  151","","","","","","false","","",""
"31325","Biology","BIOLOGY  152","","","","","","false","","",""
"31197","Biology","BIOLOGY  153","","8:00:00AM","8:50:00AM","","","true","","",""
"37816","Biology","BIOLOGY  153","","9:05:00AM","2:05:00PM","","","true","","",""
"37817","Biology","BIOLOGY  153","","1:25:00PM","4:25:00PM","","","true","","",""
"37818","Biology","BIOLOGY  153","","9:05:00AM","2:05:00PM","","","true","","",""
"37819","Biology","BIOLOGY  153","","1:25:00PM","4:25:00PM","","","true","","",""
"37820","Biology","BIOLOGY  153","","9:05:00AM","2:05:00PM","","","true","","",""
"37821","Biology","BIOLOGY  153","","1:25:00PM","4:25:00PM","","","true","","",""
"37822","Biology","BIOLOGY  153","","9:05:00AM","2:05:00PM","","","true","","",""
"37823","Biology","BIOLOGY  190H","","1:25:00PM","4:25:00PM","","","true","","",""
"31300","Biology","BIOLOGY  190H","","9:30:00AM","0:45:00AM","","","true","","",""
"31301","Biology","BIOLOGY  190H","","","","","","false","","",""
"31302","Biology","BIOLOGY  191L","","","","","","false","","",""
"31237","Biology","BIOLOGY  196","","7:00:00PM","8:00:00PM","","","true","","",""
"31238","Biology","BIOLOGY  196H","","1:00:00AM","1:00:00AM","","","true","","",""
"31265","Biology","BIOLOGY  273","","1:00:00AM","1:00:00AM","","","true","","",""
"31280","Biology","BIOLOGY  280","","9:30:00AM","0:45:00AM","","","true","","",""
"31239","Biology","BIOLOGY  283","","","","","","true","","",""
"31270","Biology","BIOLOGY  285","","3:35:00PM","4:25:00PM","","","true","","",""
"31240","Biology","BIOLOGY  285","","","","","","true","","",""
"31333","Biology","BIOLOGY  287","","1:25:00PM","2:15:00PM","","","true","","",""
"31241","Biology","BIOLOGY  288","","1:00:00PM","2:15:00PM","","","true","","",""
"31243","Biology","BIOLOGY  292A","","2:30:00PM","3:45:00PM","","","true","","",""
"31213","Biology","BIOLOGY  296","","1:00:00AM","1:00:00AM","","","true","","",""
"31242","Biology","BIOLOGY  296H","","1:00:00AM","1:00:00AM","","","true","","",""
"31266","Biology","BIOLOGY  312","","1:00:00AM","1:00:00AM","","","true","","",""
"31244","Biology","BIOLOGY  312","","1:25:00PM","3:20:00PM","","","true","","",""
"31245","Biology","BIOLOGY  312","","2:30:00PM","4:25:00PM","","","true","","",""
"31246","Biology","BIOLOGY  312","","2:30:00PM","3:45:00PM","","","true","","",""
"31306","Biology","BIOLOGY  312","","2:30:00PM","4:25:00PM","","","true","","",""
"31321","Biology","BIOLOGY  396","","2:30:00PM","5:15:00PM","","","true","","",""
"31247","Biology","BIOLOGY  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"31267","Biology","BIOLOGY  397D","","1:00:00AM","1:00:00AM","","","true","","",""
"31305","Biology","BIOLOGY  398A","","","","","","true","","",""
"31248","Biology","BIOLOGY  398B","","1:00:00AM","1:00:00AM","","","true","","",""
"31249","Biology","BIOLOGY  398D","","1:00:00AM","1:00:00AM","","","true","","",""
"31293","Biology","BIOLOGY  398E","","1:00:00AM","1:00:00AM","","","true","","",""
"31303","Biology","BIOLOGY  398F","","1:00:00AM","1:00:00AM","","","true","","",""
"31196","Biology","BIOLOGY  421","","1:00:00AM","1:00:00AM","","","true","","",""
"31337","Biology","BIOLOGY  421","","","","","","true","","",""
"31338","Biology","BIOLOGY  421","","1:25:00PM","4:25:00PM","","","false","","",""
"31339","Biology","BIOLOGY  477H","","1:25:00PM","4:25:00PM","","","false","","",""
"31294","Biology","BIOLOGY  494LI","","1:25:00PM","4:25:00PM","","","true","","",""
"37810","Biology","BIOLOGY  494LI","","4:40:00PM","5:30:00PM","","","true","","",""
"37811","Biology","BIOLOGY  494LI","","2:30:00PM","3:20:00PM","","","false","","",""
"37812","Biology","BIOLOGY  494LI","","4:00:00PM","4:50:00PM","","","false","","",""
"37813","Biology","BIOLOGY  494LI","","1:25:00PM","2:15:00PM","","","false","","",""
"37814","Biology","BIOLOGY  494LI","","9:30:00AM","0:20:00AM","","","false","","",""
"37815","Biology","BIOLOGY  496","","1:00:00PM","1:50:00PM","","","false","","",""
"31250","Biology","BIOLOGY  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"31268","Biology","BIOLOGY  497CL","","1:00:00AM","1:00:00AM","","","true","","",""
"31208","Biology","BIOLOGY  497J","","9:30:00AM","0:45:00AM","","","true","","",""
"31251","Biology","BIOLOGY  499E","","1:00:00AM","1:00:00AM","","","true","","",""
"38072","Biology","BIOLOGY  499P","","1:25:00PM","4:25:00PM","","","true","","",""
"31252","Biology","BIOLOGY  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"31253","Biology","BIOLOGY  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"31254","Biology","BIOLOGY  521","","1:00:00AM","1:00:00AM","","","true","","",""
"31273","Biology","BIOLOGY  521","","2:30:00PM","3:45:00PM","","","true","","",""
"31272","Biology","BIOLOGY  521","","1:25:00PM","4:25:00PM","","","false","","",""
"31274","Biology","BIOLOGY  523","","1:25:00PM","4:25:00PM","","","false","","",""
"31295","Biology","BIOLOGY  523","","","","","","true","","",""
"31296","Biology","BIOLOGY  523","","1:25:00PM","4:25:00PM","","","false","","",""
"31297","Biology","BIOLOGY  528","","1:25:00PM","4:25:00PM","","","false","","",""
"37809","Biology","BIOLOGY  542","","1:00:00PM","2:15:00PM","","","true","","",""
"31281","Biology","BIOLOGY  542","","","","","","true","","",""
"31282","Biology","BIOLOGY  542","","1:25:00PM","4:25:00PM","","","false","","",""
"31286","Biology","BIOLOGY  550","","1:25:00PM","4:25:00PM","","","false","","",""
"31276","Biology","BIOLOGY  550","","9:30:00AM","0:45:00AM","","","true","","",""
"31334","Biology","BIOLOGY  550","","1:25:00PM","4:25:00PM","","","false","","",""
"31335","Biology","BIOLOGY  559","","1:25:00PM","4:25:00PM","","","false","","",""
"31298","Biology","BIOLOGY  566","","9:30:00AM","0:45:00AM","","","true","","",""
"37808","Biology","BIOLOGY  568","","2:30:00PM","3:45:00PM","","","true","","",""
"31193","Biology","BIOLOGY  580","","2:30:00PM","3:45:00PM","","","true","","",""
"31277","Biology","BIOLOGY  583","","","","","","true","","",""
"37807","Biology","BIOLOGY  591EN","","","","","","true","","",""
"31212","Biology","BIOLOGY  597AC","","1:00:00AM","1:00:00AM","","","true","","",""
"31299","Biology","BIOLOGY  691GP","","","","","","true","","",""
"38006","Biology","BIOLOGY  696","","1:00:00AM","1:00:00AM","","","true","","",""
"31256","Biology","BIOLOGY  697BI","","1:00:00AM","1:00:00AM","","","true","","",""
"31211","Biology","BIOLOGY  698","","1:00:00AM","1:00:00AM","","","true","","",""
"31257","Biology","BIOLOGY  699","","1:00:00AM","1:00:00AM","","","true","","",""
"31258","Biology","BIOLOGY  791C","","1:00:00AM","1:00:00AM","","","true","","",""
"31336","Biology","BIOLOGY  796","","5:15:00PM","6:15:00PM","","","true","","",""
"31259","Biology","BIOLOGY  891A","","1:00:00AM","1:00:00AM","","","true","","",""
"31328","Biology","BIOLOGY  891A","","3:35:00PM","5:30:00PM","","","true","","",""
"31329","Biology","BIOLOGY  891A","","4:00:00PM","5:15:00PM","","","true","","",""
"31330","Biology","BIOLOGY  891A","","3:35:00PM","5:30:00PM","","","true","","",""
"31331","Biology","BIOLOGY  891A","","4:00:00PM","5:15:00PM","","","true","","",""
"31332","Biology","BIOLOGY  891PB","","3:35:00PM","5:30:00PM","","","true","","",""
"31340","Biology","BIOLOGY  892B","","5:00:00PM","6:15:00PM","","","true","","",""
"31278","Biology","BIOLOGY  892G","","1:00:00AM","1:00:00AM","","","true","","",""
"31341","Biology","BIOLOGY  892J","","1:00:00AM","1:00:00AM","","","true","","",""
"31320","Biology","BIOLOGY  892M","","1:00:00AM","1:00:00AM","","","true","","",""
"31210","Biology","BIOLOGY  896","","1:00:00AM","1:00:00AM","","","true","","",""
"31260","Biology","BIOLOGY  899","","1:00:00AM","1:00:00AM","","","true","","",""
"31261","Biology","BIOLOGY  899","","1:00:00AM","1:00:00AM","","","true","","",""
"31438","Building & Construction Technology","BCT  196H","","4:40:00PM","5:55:00PM","","","true","","",""
"31429","Building & Construction Technology","BCT  211","","1:00:00AM","1:00:00AM","","","true","","",""
"31421","Building & Construction Technology","BCT  220","","","","","","false","","",""
"31434","Building & Construction Technology","BCT  220","","4:00:00PM","5:15:00PM","","","true","","",""
"31439","Building & Construction Technology","BCT  220","","4:00:00PM","5:15:00PM","","","true","","",""
"31442","Building & Construction Technology","BCT  296H","","","","","","false","","",""
"31430","Building & Construction Technology","BCT  304","","1:00:00AM","1:00:00AM","","","true","","",""
"31436","Building & Construction Technology","BCT  304","","1:25:00PM","2:15:00PM","","","true","","",""
"31437","Building & Construction Technology","BCT  304","","1:25:00PM","3:20:00PM","","","false","","",""
"38343","Building & Construction Technology","BCT  304","","1:25:00PM","2:15:00PM","","","true","","",""
"38344","Building & Construction Technology","BCT  313","","1:25:00PM","3:20:00PM","","","false","","",""
"31422","Building & Construction Technology","BCT  396","","9:30:00AM","0:45:00AM","","","true","","",""
"31423","Building & Construction Technology","BCT  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"31431","Building & Construction Technology","BCT  398","","1:00:00AM","1:00:00AM","","","true","","",""
"31427","Building & Construction Technology","BCT  496","","","","","","false","","",""
"31428","Building & Construction Technology","BCT  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"31432","Building & Construction Technology","BCT  497T","","1:00:00AM","1:00:00AM","","","true","","",""
"31441","Building & Construction Technology","BCT  498","","4:40:00PM","5:55:00PM","","","true","","",""
"31435","Building & Construction Technology","BCT  498Y","","1:00:00AM","1:00:00AM","","","true","","",""
"31433","Building & Construction Technology","BCT  499P","","1:00:00AM","1:00:00AM","","","true","","",""
"31424","Building & Construction Technology","BCT  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"31425","Building & Construction Technology","BCT  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"31426","Building & Construction Technology","BCT  540","","1:00:00AM","1:00:00AM","","","true","","",""
"31440","Building & Construction Technology","BCT  596","","9:30:00AM","0:45:00AM","","","true","","",""
"31443","Building & Construction Technology","BCT  597G","","1:00:00AM","1:00:00AM","","","true","","",""
"31420","Building & Construction Technology","BCT  597G","","","","","","true","","",""
"33083","Chemical Engineering","CHEM-ENG  196H","","","","","","true","","",""
"33075","Chemical Engineering","CHEM-ENG  220","","1:00:00AM","1:00:00AM","","","true","","",""
"33032","Chemical Engineering","CHEM-ENG  290A","","9:30:00AM","0:45:00AM","","","true","","",""
"33096","Chemical Engineering","CHEM-ENG  291A","","","","","","true","","",""
"33078","Chemical Engineering","CHEM-ENG  296","","9:05:00AM","9:55:00AM","","","true","","",""
"33040","Chemical Engineering","CHEM-ENG  296C","","1:00:00AM","1:00:00AM","","","true","","",""
"33035","Chemical Engineering","CHEM-ENG  296H","","1:00:00AM","1:00:00AM","","","true","","",""
"33068","Chemical Engineering","CHEM-ENG  320","","1:00:00AM","1:00:00AM","","","true","","",""
"33089","Chemical Engineering","CHEM-ENG  320","","1:00:00PM","2:15:00PM","","","true","","",""
"33090","Chemical Engineering","CHEM-ENG  325","","9:05:00AM","9:55:00AM","","","false","","",""
"33081","Chemical Engineering","CHEM-ENG  325","","9:30:00AM","0:45:00AM","","","true","","",""
"33082","Chemical Engineering","CHEM-ENG  330","","2:30:00PM","3:20:00PM","","","false","","",""
"33086","Chemical Engineering","CHEM-ENG  330","","8:00:00AM","9:15:00AM","","","true","","",""
"33087","Chemical Engineering","CHEM-ENG  391A","","8:00:00AM","8:50:00AM","","","false","","",""
"33079","Chemical Engineering","CHEM-ENG  396","","3:35:00PM","4:25:00PM","","","true","","",""
"33041","Chemical Engineering","CHEM-ENG  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"33069","Chemical Engineering","CHEM-ENG  396T","","1:00:00AM","1:00:00AM","","","true","","",""
"33034","Chemical Engineering","CHEM-ENG  397","","1:00:00AM","1:00:00AM","","","true","","",""
"33042","Chemical Engineering","CHEM-ENG  401","","1:00:00AM","1:00:00AM","","","true","","",""
"33043","Chemical Engineering","CHEM-ENG  401","","1:25:00PM","3:20:00PM","","","true","","",""
"33044","Chemical Engineering","CHEM-ENG  401","","3:35:00PM","5:00:00PM","","","false","","",""
"33022","Chemical Engineering","CHEM-ENG  401","","3:35:00PM","5:30:00PM","","","true","","",""
"33023","Chemical Engineering","CHEM-ENG  444","","3:35:00PM","5:00:00PM","","","false","","",""
"33045","Chemical Engineering","CHEM-ENG  444","","6:00:00PM","7:15:00PM","","","true","","",""
"33071","Chemical Engineering","CHEM-ENG  446","","9:05:00AM","9:55:00AM","","","false","","",""
"33065","Chemical Engineering","CHEM-ENG  446","","9:30:00AM","0:45:00AM","","","true","","",""
"33072","Chemical Engineering","CHEM-ENG  475","","","","","","false","","",""
"33038","Chemical Engineering","CHEM-ENG  491A","","","","","","true","","",""
"33085","Chemical Engineering","CHEM-ENG  496","","8:00:00AM","8:50:00AM","","","true","","",""
"33046","Chemical Engineering","CHEM-ENG  496B","","1:00:00AM","1:00:00AM","","","true","","",""
"33095","Chemical Engineering","CHEM-ENG  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"33070","Chemical Engineering","CHEM-ENG  497","","1:00:00AM","1:00:00AM","","","true","","",""
"33094","Chemical Engineering","CHEM-ENG  498Y","","1:00:00AM","1:00:00AM","","","true","","",""
"33047","Chemical Engineering","CHEM-ENG  499P","","1:00:00AM","1:00:00AM","","","true","","",""
"33048","Chemical Engineering","CHEM-ENG  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"33049","Chemical Engineering","CHEM-ENG  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"33050","Chemical Engineering","CHEM-ENG  590C","","1:00:00AM","1:00:00AM","","","true","","",""
"33029","Chemical Engineering","CHEM-ENG  590D","","","","","","true","","",""
"33033","Chemical Engineering","CHEM-ENG  592B","","4:00:00PM","5:15:00PM","","","true","","",""
"33088","Chemical Engineering","CHEM-ENG  621","","9:00:00AM","0:15:00AM","","","true","","",""
"33051","Chemical Engineering","CHEM-ENG  625","","2:30:00PM","3:45:00PM","","","true","","",""
"33052","Chemical Engineering","CHEM-ENG  633","","4:40:00PM","5:55:00PM","","","true","","",""
"33028","Chemical Engineering","CHEM-ENG  661","","1:00:00PM","2:15:00PM","","","true","","",""
"33064","Chemical Engineering","CHEM-ENG  663","","9:30:00AM","0:45:00AM","","","true","","",""
"33027","Chemical Engineering","CHEM-ENG  680","","1:00:00AM","1:00:00AM","","","true","","",""
"33093","Chemical Engineering","CHEM-ENG  691","","6:00:00PM","7:30:00PM","","","true","","",""
"33074","Chemical Engineering","CHEM-ENG  696","","","","","","true","","",""
"33053","Chemical Engineering","CHEM-ENG  699","","1:00:00AM","1:00:00AM","","","true","","",""
"33054","Chemical Engineering","CHEM-ENG  791A","","1:00:00AM","1:00:00AM","","","true","","",""
"33031","Chemical Engineering","CHEM-ENG  791B","","1:00:00AM","1:00:00AM","","","true","","",""
"33055","Chemical Engineering","CHEM-ENG  791D","","1:00:00AM","1:00:00AM","","","true","","",""
"33056","Chemical Engineering","CHEM-ENG  791E","","1:00:00AM","1:00:00AM","","","true","","",""
"33057","Chemical Engineering","CHEM-ENG  791F","","1:00:00AM","1:00:00AM","","","true","","",""
"33080","Chemical Engineering","CHEM-ENG  791I","","1:00:00AM","1:00:00AM","","","true","","",""
"33067","Chemical Engineering","CHEM-ENG  791J","","1:00:00AM","1:00:00AM","","","true","","",""
"33058","Chemical Engineering","CHEM-ENG  791K","","1:00:00AM","1:00:00AM","","","true","","",""
"33059","Chemical Engineering","CHEM-ENG  791M","","1:00:00AM","1:00:00AM","","","true","","",""
"33077","Chemical Engineering","CHEM-ENG  791N","","1:00:00AM","1:00:00AM","","","true","","",""
"33066","Chemical Engineering","CHEM-ENG  791O","","1:00:00AM","1:00:00AM","","","true","","",""
"33036","Chemical Engineering","CHEM-ENG  791P","","1:00:00AM","1:00:00AM","","","true","","",""
"33073","Chemical Engineering","CHEM-ENG  791R","","1:00:00AM","1:00:00AM","","","true","","",""
"33060","Chemical Engineering","CHEM-ENG  791S","","1:00:00AM","1:00:00AM","","","true","","",""
"33084","Chemical Engineering","CHEM-ENG  791T","","1:00:00AM","1:00:00AM","","","true","","",""
"33030","Chemical Engineering","CHEM-ENG  791V","","1:00:00AM","1:00:00AM","","","true","","",""
"33024","Chemical Engineering","CHEM-ENG  791W","","1:00:00AM","1:00:00AM","","","true","","",""
"33061","Chemical Engineering","CHEM-ENG  791X","","1:00:00AM","1:00:00AM","","","true","","",""
"33026","Chemical Engineering","CHEM-ENG  791Z","","1:00:00AM","1:00:00AM","","","true","","",""
"33062","Chemical Engineering","CHEM-ENG  796","","1:00:00AM","1:00:00AM","","","true","","",""
"33063","Chemical Engineering","CHEM-ENG  797D","","1:00:00AM","1:00:00AM","","","true","","",""
"33091","Chemical Engineering","CHEM-ENG  797E","","1:00:00AM","1:00:00AM","","","true","","",""
"33092","Chemical Engineering","CHEM-ENG  797F","","1:00:00AM","1:00:00AM","","","true","","",""
"33039","Chemical Engineering","CHEM-ENG  797R","","","","","","true","","",""
"33025","Chemical Engineering","CHEM-ENG  899","","1:00:00AM","1:00:00AM","","","true","","",""
"33076","Chemical Engineering","CHEM-ENG  899","","1:00:00AM","1:00:00AM","","","true","","",""
"31607","Chemistry","CHEM     H513","","5:45:00PM","6:45:00PM","","","true","","",""
"39696","Chemistry","CHEM  101","","5:45:00PM","6:45:00PM","","","true","","",""
"31598","Chemistry","CHEM  101","","9:30:00AM","0:45:00AM","","","true","","",""
"31500","Chemistry","CHEM  110","","1:00:00AM","1:00:00AM","","","true","","",""
"31505","Chemistry","CHEM  110","","1:00:00PM","4:00:00PM","","","false","","",""
"31506","Chemistry","CHEM  110","","","","","","false","","",""
"31507","Chemistry","CHEM  111","","1:00:00AM","1:00:00AM","","","false","","",""
"31508","Chemistry","CHEM  111","","","","","","true","","",""
"31509","Chemistry","CHEM  111","","","","","","true","","",""
"31510","Chemistry","CHEM  111","","1:25:00PM","2:15:00PM","","","true","","",""
"31608","Chemistry","CHEM  111","","4:00:00PM","5:15:00PM","","","true","","",""
"31614","Chemistry","CHEM  111","","8:00:00AM","8:50:00AM","","","true","","",""
"31552","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31511","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31512","Chemistry","CHEM  111","","8:00:00AM","1:00:00AM","","","false","","",""
"31513","Chemistry","CHEM  111","","8:00:00AM","1:00:00AM","","","false","","",""
"31514","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31515","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31516","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31517","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31518","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31519","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31588","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31609","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31610","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31611","Chemistry","CHEM  111","","1:00:00AM","1:00:00AM","","","false","","",""
"31615","Chemistry","CHEM  111","","2:30:00PM","5:30:00PM","","","false","","",""
"31616","Chemistry","CHEM  112","","2:30:00PM","5:30:00PM","","","false","","",""
"31520","Chemistry","CHEM  112","","3:35:00PM","4:25:00PM","","","true","","",""
"31521","Chemistry","CHEM  112","","4:40:00PM","5:30:00PM","","","true","","",""
"31522","Chemistry","CHEM  112","","2:30:00PM","5:30:00PM","","","false","","",""
"31523","Chemistry","CHEM  112","","2:30:00PM","5:30:00PM","","","false","","",""
"31524","Chemistry","CHEM  112","","8:00:00AM","1:00:00AM","","","false","","",""
"31525","Chemistry","CHEM  112","","8:00:00AM","1:00:00AM","","","false","","",""
"31526","Chemistry","CHEM  112","","2:30:00PM","5:30:00PM","","","false","","",""
"31527","Chemistry","CHEM  112","","2:30:00PM","5:30:00PM","","","false","","",""
"31597","Chemistry","CHEM  121H","","1:00:00AM","1:00:00AM","","","false","","",""
"37756","Chemistry","CHEM  121H","","8:00:00AM","8:50:00AM","","","true","","",""
"37764","Chemistry","CHEM  121H","","9:05:00AM","9:55:00AM","","","true","","",""
"37765","Chemistry","CHEM  121H","","1:25:00PM","2:15:00PM","","","true","","",""
"37759","Chemistry","CHEM  121H","","2:30:00PM","5:30:00PM","","","false","","",""
"37760","Chemistry","CHEM  121H","","8:00:00AM","1:00:00AM","","","false","","",""
"37761","Chemistry","CHEM  121H","","2:30:00PM","5:30:00PM","","","false","","",""
"37762","Chemistry","CHEM  121H","","8:00:00AM","1:00:00AM","","","false","","",""
"37763","Chemistry","CHEM  196","","1:00:00AM","1:00:00AM","","","false","","",""
"31528","Chemistry","CHEM  196H","","1:00:00AM","1:00:00AM","","","true","","",""
"31584","Chemistry","CHEM  261","","1:00:00AM","1:00:00AM","","","true","","",""
"31529","Chemistry","CHEM  261","","","","","","true","","",""
"31613","Chemistry","CHEM  261","","2:30:00PM","3:20:00PM","","","true","","",""
"31621","Chemistry","CHEM  262","","1:25:00PM","2:15:00PM","","","true","","",""
"31530","Chemistry","CHEM  264","","9:05:00AM","9:55:00AM","","","true","","",""
"31549","Chemistry","CHEM  265","","1:00:00AM","1:00:00AM","","","true","","",""
"31585","Chemistry","CHEM  267","","9:05:00AM","9:55:00AM","","","true","","",""
"31594","Chemistry","CHEM  269","","2:30:00PM","5:30:00PM","","","true","","",""
"31531","Chemistry","CHEM  269","","1:00:00AM","1:00:00AM","","","true","","",""
"31532","Chemistry","CHEM  269","","1:25:00PM","5:30:00PM","","","false","","",""
"31620","Chemistry","CHEM  269","","8:00:00AM","2:00:00PM","","","false","","",""
"31533","Chemistry","CHEM  269","","1:25:00PM","5:30:00PM","","","false","","",""
"31534","Chemistry","CHEM  269","","1:25:00PM","5:30:00PM","","","false","","",""
"31595","Chemistry","CHEM  291A","","1:25:00PM","5:30:00PM","","","false","","",""
"31603","Chemistry","CHEM  296H","","2:30:00PM","3:20:00PM","","","true","","",""
"31590","Chemistry","CHEM  341","","1:00:00AM","1:00:00AM","","","true","","",""
"31602","Chemistry","CHEM  388","","","","","","true","","",""
"31535","Chemistry","CHEM  391A","","1:00:00AM","1:00:00AM","","","true","","",""
"31536","Chemistry","CHEM  396","","9:30:00AM","0:45:00AM","","","true","","",""
"31580","Chemistry","CHEM  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"31550","Chemistry","CHEM  475","","1:00:00AM","1:00:00AM","","","true","","",""
"31577","Chemistry","CHEM  477","","","","","","true","","",""
"31599","Chemistry","CHEM  477","","2:30:00PM","5:30:00PM","","","true","","",""
